Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
177	78	0	3.17632134	293.19961	293.199563	293.199522	293.19961	5.5096348e-005	6.76044792e-006	12.2	0.00282398	0	0	3
178	79	0	3.19426666	293.199615	293.199566	293.199525	293.199615	5.80928732e-005	6.73338184e-006	11.5	0.00274567	0	0	3
179	79	0	3.21221198	293.199619	293.199569	293.199528	293.199619	6.09285084e-005	6.70787615e-006	11	0.00270254	0	0	3
180	80	0	3.23015729	293.199624	293.199573	293.199531	293.199624	6.36626223e-005	6.68386805e-006	10.4	0.0027278	0	0	3
181	80	0	3.24810261	293.199628	293.199576	293.199533	293.199628	6.63107021e-005	6.66129688e-006	10	0.0027541	0	0	3
182	80	0	3.26604793	293.199633	293.19958	293.199536	293.199633	6.88953342e-005	6.6401553e-006	9.6	0.00278058	0	0	3
183	81	0	3.28399325	293.199637	293.199583	293.199539	293.199637	7.14135263e-005	6.6203046e-006	9.2	0.00277718	0	0	3
184	81	0	3.30193857	293.199641	293.199587	293.199541	293.199641	7.38514364e-005	6.6016767e-006	8.9	0.00281242	0	0	3
185	82	0	3.31988389	293.199645	293.199591	293.199544	293.199645	7.6209336e-005	6.58425387e-006	8.6	0.00253552	0	0	3
186	82	0	3.3378292	293.199648	293.199594	293.199546	293.199648	7.84559693e-005	6.56789952e-006	8.3	0.00276477	0	0	3
187	83	0	3.35577452	293.199652	293.199598	293.199549	293.199652	8.06404203e-005	6.55262895e-006	8.1	0.00254683	0	0	3
188	83	0	3.37371984	293.199655	293.199602	293.199551	293.199655	8.26869095e-005	6.5382601e-006	7.9	0.00256994	0	0	3
189	83	0	3.39166516	293.199657	293.199606	293.199554	293.199657	8.45763732e-005	6.52476137e-006	7.7	0.0028003	0	0	3
190	84	0	3.40961048	293.199661	293.19961	293.199558	293.199661	8.63064519e-005	6.51217325e-006	7.5	0.00270752	0	0	3
191	84	0	3.4275558	293.199664	293.199613	293.199562	293.199664	8.78868569e-005	6.50056248e-006	7.3	0.00280458	0	0	3
192	85	0	3.44550111	293.199668	293.199617	293.199566	293.199668	8.93494493e-005	6.48995231e-006	7.2	0.00272324	0	0	3
193	85	0	3.46344643	293.199673	293.199621	293.19957	293.199673	9.07134811e-005	6.4802297e-006	7.1	0.00282172	0	0	3
194	85	0	3.48139175	293.199678	293.199625	293.199574	293.199678	9.20170717e-005	6.47130432e-006	7	0.00281225	0	0	3
195	86	0	3.49933707	293.199682	293.199629	293.199578	293.199682	9.32334337e-005	6.46315436e-006	6.9	0.00278232	0	0	3
196	86	0	3.51728239	293.199686	293.199633	293.199581	293.199686	9.43672246e-005	6.45572334e-006	6.8	0.0027938	0	0	3
197	87	0	3.53522771	293.19969	293.199636	293.199585	293.19969	9.54245391e-005	6.44893701e-006	6.7	0.00288284	0	0	3
198	87	0	3.55317302	293.199693	293.19964	293.199588	293.199693	9.63646016e-005	6.44275166e-006	6.6	0.00282409	0	0	3
199	87	0	3.57111834	293.199695	293.199644	293.199591	293.199695	9.72250865e-005	6.43708895e-006	6.6	0.00284583	0	0	3
200	88	0	3.58906366	293.199698	293.199648	293.199593	293.199698	9.80339021e-005	6.4318828e-006	6.5	0.00266029	0	0	3
201	88	0	3.60700898	293.199701	293.199652	293.199596	293.199701	9.87892948e-005	6.42706388e-006	6.5	0.00281365	0	0	3
202	89	0	3.6249543	293.199704	293.199656	293.1996	293.199704	9.94907127e-005	6.42257051e-006	6.4	0.00284927	0	0	3
203	89	0	3.64289962	293.199708	293.19966	293.199605	293.199708	0.000100128534	6.4183659e-006	6.4	0.00271925	0	0	3
204	90	0	3.66084493	293.199712	293.199663	293.19961	293.199712	0.000100682799	6.414348e-006	6.3	0.00281553	0	0	3
205	90	0	3.67879025	293.199716	293.199667	293.199615	293.199716	0.000101158306	6.41051172e-006	6.3	0.00282085	0	0	3
206	90	0	3.69673557	293.19972	293.199671	293.199619	293.19972	0.000101003398	6.40677766e-006	6.3	0.00273645	0	0	3
207	91	0	3.71468089	293.199724	293.199675	293.199624	293.199724	0.00010031057	6.40326663e-006	6.3	0.00280857	0	0	3
208	91	0	3.73262621	293.199728	293.199678	293.199628	293.199728	9.98319961e-005	6.40007019e-006	6.4	0.00279135	0	0	3
209	92	0	3.75057153	293.199731	293.199682	293.199633	293.199731	9.86479724e-005	6.39704939e-006	6.4	0.0027778	0	0	3
210	92	0	3.76851684	293.199734	293.199686	293.199637	293.199734	9.76987995e-005	6.39418576e-006	6.5	0.00279773	0	0	3
211	92	0	3.78646216	293.199738	293.199689	293.199641	293.199738	9.69474372e-005	6.39143427e-006	6.5	0.00252015	0	0	3
212	93	0	3.80440748	293.199741	293.199693	293.199645	293.199741	9.62498947e-005	6.38888051e-006	6.6	0.00283472	0	0	3
213	93	0	3.8223528	293.199744	293.199696	293.199648	293.199744	9.62724779e-005	6.38647593e-006	6.6	0.00272636	0	0	3
214	94	0	3.84029812	293.199748	293.1997	293.199652	293.199748	9.59042254e-005	6.3842809e-006	6.6	0.00282513	0	0	3
215	94	0	3.85824343	293.199751	293.199704	293.199655	293.199751	9.620118e-005	6.38226498e-006	6.6	0.00287619	0	0	3
